,group,song_lines
1511,Måneskin,che si fa vanto del santo attaccato sul cruscotto
1512,Måneskin,"e non ha capito che sono disposto, man"
1513,Måneskin,"a stare sotto, man, forse nemmeno quando fotto"
1514,Måneskin,"yeah, man, ma torna al tuo paese, sei diverso"
1515,Måneskin,è impossibile vengo dall'universo
1516,Måneskin,"perché la rotta ho perso, che vuoi che ti dica"
1517,Måneskin,"amico, tu sei nato qui perché qui ti ha partorito una fica"
1518,Måneskin,"in che saresti migliore, fammi il favore, compare"
1519,Måneskin,qui non c'è affare che tu possa meritare
1520,Måneskin,"sei confinato, ma nel tuo stato mentale"
1521,Måneskin,io sono lunatico e pratico dove cazzo mi pare
1522,Måneskin,
1523,Måneskin,io non sono nero
1524,Måneskin,io non sono bianco
1525,Måneskin,io non sono attivo
1526,Måneskin,io non sono stanco
1527,Måneskin,io non provengo da nazione alcuna
1528,Måneskin,"ma io, sì, ti porto sulla luna"
1529,Måneskin,
1530,Måneskin,io vengo dalla luna
1531,Måneskin,ma io vengo dalla luna
1532,Måneskin,ma io vengo dalla luna
1533,Måneskin,"ma io, io, io e te "
1534,Måneskin,
1535,Måneskin,ce l'hai con me perché ti fotto il lavoro
1536,Måneskin,perché ti fotto la macchina
1537,Måneskin,o ti fotto la tipa sotto la luna
1538,Måneskin,ma cosa vuoi che sia poi
1539,Måneskin,non è colpa mia se la tua donna di cognome fa pompilio come numa
1540,Måneskin,"hey, dici che sono brutto, che puzzo come un ratto"
1541,Måneskin,"amico, sei un coatto e soprattutto non sei paul newman"
1542,Måneskin,e non mi tocca che di striscio la tua fiction
1543,Måneskin,e piscio sul tuo show che fila liscio come il truman
1544,Måneskin,"hey, ho nostalgia della mia luna leggera"
1545,Måneskin,ricordo la sera le stelle d'una bandiera ma era
1546,Måneskin,una speranza era
1547,Måneskin,una frontiera era
1548,Måneskin,"la primavera di una nuova era, era, era"
1549,Måneskin,"stupido, ti riempiamo di ninnoli da subito"
1550,Måneskin,in cambio del tuo stato di libero suddito
1551,Måneskin,"no, è una proposta inopportuna"
1552,Måneskin,"tieniti la terra uomo, io voglio la luna"
1553,Måneskin,
1554,Måneskin,io non sono sano
1555,Måneskin,io non sono pazzo
1556,Måneskin,io non sono vero
1557,Måneskin,io non sono falso
1558,Måneskin,io non ti porto jella né fortuna
1559,Måneskin,"ma io, sì, ti porto sulla luna"
1560,Måneskin,
1561,Måneskin,io vengo dalla luna
1562,Måneskin,ma io vengo dalla luna
1563,Måneskin,ma io vengo dalla luna
1564,Måneskin,"ma io, io, io "
1565,Måneskin,
1566,Måneskin,non è stato facile per me trovarmi qui
1567,Måneskin,"ero un ospite inatteso, peso indesiderato arreso"
1568,Måneskin,e complici satelliti che riflettono un benessere artificiale
1569,Måneskin,"sì artificiale, hey"
1570,Måneskin,luna sotto la quale parlare d'amore
1571,Måneskin,
1572,Måneskin,tu scaldati in casa davanti al tuo televisore
1573,Måneskin,la verità nella tua mentalità è che la fiction sia meglio della vita reale
1574,Måneskin,che invece è imprevedibile e non è frutto di qualcosa già scritto
1575,Måneskin,su un libro che hai già letto tutto
1576,Måneskin,"ma io, io, io no, io, io, io"
1577,Måneskin,
1578,Måneskin,io vengo dalla luna
1579,Måneskin,ma io vengo dalla luna
1580,Måneskin,io vengo dalla luna
1581,Måneskin,io vengo dalla luna
1582,Måneskin,"put your loving hand out, baby"
1583,Måneskin,'cause i'm beggin' 
1584,Måneskin,
1585,Måneskin,"i'm beggin', beggin' you"
1586,Måneskin,so put your loving hand out baby
1587,Måneskin,"i'm beggin', beggin' you"
1588,Måneskin,so put your loving hand out darlin'
1589,Måneskin,
1590,Måneskin,"ridin' high, when i was king"
1591,Måneskin,"i played it hard and fast, 'cause i had everything"
1592,Måneskin,"i walked away, wonderin' then"
1593,Måneskin,"but easy come and easy go and it would end, so"
1594,Måneskin,
1595,Måneskin,"any time i need you, let me go, ya"
1596,Måneskin,"any time i feed you, get me low"
1597,Måneskin,"any time i see you, let me know"
1598,Måneskin,"but i planted that seed, just let me grow"
1599,Måneskin,i'm on my knees while i'm beggin'
1600,Måneskin,"'cause i don't wanna lose you, hey ye, ratatata"
1601,Måneskin,
1602,Måneskin,"'cause i'm beggin', beggin' you"
1603,Måneskin,so put your loving hand out baby
1604,Måneskin,"i'm beggin', beggin' you"
1605,Måneskin,to put your loving hand out darlin'
1606,Måneskin,
1607,Måneskin,i need you to understand
1608,Måneskin,tried so hard to be your man
1609,Måneskin,the kind of man you want in the end
1610,Måneskin,only then can i begin to live again
1611,Måneskin,
1612,Måneskin,an empty shell
1613,Måneskin,i used to be
1614,Måneskin,the shadow of my life was hangin' over me
1615,Måneskin,a broken man but i don't know
1616,Måneskin,won't even stand the devil's dance to win my soul
1617,Måneskin,
1618,Måneskin,what we doin'? what we chasin'?
1619,Måneskin,"what about 'em, why da basement?"
1620,Måneskin,"why we got good shit, don't embrace it?"
1621,Måneskin,why the feel for da need to replace me?
1622,Måneskin,ya' on a runway track from the good
1623,Måneskin,"i wanna paint in the pictures any way we could, react"
1624,Måneskin,like the heart in a trash where you should
1625,Måneskin,"you done gave it away, ya' had it till you took it back"
1626,Måneskin,but i keep walkin' on
1627,Måneskin,keep rockin' dawns
1628,Måneskin,keep walking forward
1629,Måneskin,now the court is yours
1630,Måneskin,keep browsin' halls
1631,Måneskin,'cause i don't wanna live in a broken home
1632,Måneskin,girl i'm beggin'
1633,Måneskin,
1634,Måneskin,"i'm beggin', beggin' you"
1635,Måneskin,so put your loving hand out baby
1636,Måneskin,"i'm beggin', beggin' you"
1637,Måneskin,so put your loving hand out darlin'
1638,Måneskin,
1639,Måneskin,i'm fightin' hard to hold my own (hold my own)
1640,Måneskin,just can't make it all alone (all alone)
1641,Måneskin,"i'm holdin' on, i can't fall back"
1642,Måneskin,i'm just a con about to fade to black
1643,Måneskin,
1644,Måneskin,"i'm beggin', beggin' you"
1645,Måneskin,put your loving hand out baby
1646,Måneskin,"i'm beggin', beggin' you"
1647,Måneskin,so put your loving hand out darlin'
1648,Måneskin,
1649,Måneskin,"i'm beggin', beggin' you"
1650,Måneskin,so put your loving hand out baby
1651,Måneskin,"i'm beggin', beggin' you"
1652,Måneskin,so put your loving hand out darlin'
1653,Måneskin,
1654,Måneskin,"i'm beggin', beggin' you"
1655,Måneskin,so put your loving hand out baby
1656,Måneskin,"i'm beggin', beggin' you"
1657,Måneskin,so put your loving hand out
1658,Måneskin,"put your loving hand out, baby"
1659,Måneskin,'cause i'm beggin' 
1660,Måneskin,
1661,Måneskin,"i'm beggin', beggin' you"
1662,Måneskin,so put your loving hand out baby
1663,Måneskin,"i'm beggin', beggin' you"
1664,Måneskin,so put your loving hand out darlin'
1665,Måneskin,
1666,Måneskin,"ridin' high, when i was king"
1667,Måneskin,"i played it hard and fast, 'cause i had everything"
1668,Måneskin,"i walked away, wonderin' then"
1669,Måneskin,"but easy come and easy go and it would end, so"
1670,Måneskin,
1671,Måneskin,"any time i need you, let me go, ya"
1672,Måneskin,"any time i feed you, get me low"
1673,Måneskin,"any time i see you, let me know"
1674,Måneskin,"but i planted that seed, just let me grow"
1675,Måneskin,i'm on my knees while i'm beggin'
1676,Måneskin,"'cause i don't wanna lose you, hey ye, ratatata"
1677,Måneskin,
1678,Måneskin,"'cause i'm beggin', beggin' you"
1679,Måneskin,so put your loving hand out baby
1680,Måneskin,"i'm beggin', beggin' you"
1681,Måneskin,to put your loving hand out darlin'
1682,Måneskin,
1683,Måneskin,i need you to understand
1684,Måneskin,tried so hard to be your man
1685,Måneskin,the kind of man you want in the end
1686,Måneskin,only then can i begin to live again
1687,Måneskin,
1688,Måneskin,an empty shell
1689,Måneskin,i used to be
1690,Måneskin,the shadow of my life was hangin' over me
1691,Måneskin,a broken man but i don't know
1692,Måneskin,won't even stand the devil's dance to win my soul
1693,Måneskin,
1694,Måneskin,what we doin'? what we chasin'?
1695,Måneskin,"what about 'em, why da basement?"
1696,Måneskin,"why we got good shit, don't embrace it?"
1697,Måneskin,why the feel for da need to replace me?
1698,Måneskin,ya' on a runway track from the good
1699,Måneskin,"i wanna paint in the pictures any way we could, react"
1700,Måneskin,like the heart in a trash where you should
1701,Måneskin,"you done gave it away, ya' had it till you took it back"
1702,Måneskin,but i keep walkin' on
1703,Måneskin,keep rockin' dawns
1704,Måneskin,keep walking forward
1705,Måneskin,now the court is yours
1706,Måneskin,keep browsin' halls
1707,Måneskin,'cause i don't wanna live in a broken home
1708,Måneskin,girl i'm beggin'
1709,Måneskin,
1710,Måneskin,"i'm beggin', beggin' you"
1711,Måneskin,so put your loving hand out baby
1712,Måneskin,"i'm beggin', beggin' you"
1713,Måneskin,so put your loving hand out darlin'
1714,Måneskin,
1715,Måneskin,i'm fightin' hard to hold my own (hold my own)
1716,Måneskin,just can't make it all alone (all alone)
1717,Måneskin,"i'm holdin' on, i can't fall back"
1718,Måneskin,i'm just a con about to fade to black
1719,Måneskin,
1720,Måneskin,"i'm beggin', beggin' you"
1721,Måneskin,put your loving hand out baby
1722,Måneskin,"i'm beggin', beggin' you"
1723,Måneskin,so put your loving hand out darlin'
1724,Måneskin,
1725,Måneskin,"i'm beggin', beggin' you"
1726,Måneskin,so put your loving hand out baby
1727,Måneskin,"i'm beggin', beggin' you"
1728,Måneskin,so put your loving hand out darlin'
1729,Måneskin,
1730,Måneskin,"i'm beggin', beggin' you"
1731,Måneskin,so put your loving hand out baby
1732,Måneskin,"i'm beggin', beggin' you"
1733,Måneskin,so put your loving hand out
1734,Måneskin,"in this context, there's no disrespect"
1735,Måneskin,"so when i bust my rhyme, you break ya necks"
1736,Måneskin,we got five minutes for us to disconnect
1737,Måneskin,from all intellect and let the rhythm effect
1738,Måneskin,to lose your inhibition follow your intuition
1739,Måneskin,free your inner soul and break away from tradition
1740,Måneskin,"'cause when we be out, girls pull the heat out"
1741,Måneskin,you wouldn't believe how we wow shit out
1742,Måneskin,"burnin' 'til it's burned out, turn it 'til it's turned out"
1743,Måneskin,"act up from north, west, east, south"
1744,Måneskin,
1745,Måneskin,"'cause everybody, everybody"
1746,Måneskin,just get into it and get started
1747,Måneskin,"get it started, get it started, get it started"
1748,Måneskin,"let's get it started, ha, let's get it started in here"
1749,Måneskin,"let's get it started, ha, let's get it started in here"
1750,Måneskin,"let's get it started, ha, let's get it started in here"
1751,Måneskin,"let's get it started, ha, let's get it started in here"
1752,Måneskin,"hey, hey"
1753,Måneskin,
1754,Måneskin,"so lose control, up outta your soul"
1755,Måneskin,"don't move too fast, people, just take it slow"
1756,Måneskin,"don't get ahead, just jump into it"
1757,Måneskin,"y'all hear about it, the peas will do it"
1758,Måneskin,"and get started, and get stupid"
1759,Måneskin,"don't worry about it, people will walk you through it"
1760,Måneskin,step by step like you're into new kid
1761,Måneskin,inch by inch with the new solution
1762,Måneskin,transmit hits with no delusion
1763,Måneskin,the feeling's irresistible and that's how we move it
1764,Måneskin,
1765,Måneskin,"everybody, everybody, just get into it and get stupid "
1766,Måneskin,"get it started, get it started, get it started"
1767,Måneskin,"let's get it started, ha, let's get it started in here"
1768,Måneskin,"let's get it started, ha, let's get it started in here"
1769,Måneskin,"let's get it started, ha, let's get it started in here"
1770,Måneskin,"let's get it started, ha, let's get it started in here, yeah"
1771,Måneskin,
1772,Måneskin,"let's get ill, that's the deal"
1773,Måneskin,"at the gate, and will bring the thugged out drill (just)"
1774,Måneskin,"lose your mind, this is the time"
1775,Måneskin,"y'all can't stand still, trust and bang your spine (just)"
1776,Måneskin,"bob your head like me, apl.de"
1777,Måneskin,up inside the club or in your bentley so
1778,Måneskin,"get messy, loud and sick"
1779,Måneskin,you mind pass normal or another head trip
1780,Måneskin,"so, come them now, do not correct it"
1781,Måneskin,"let's get ignorant, let's get hectic"
1782,Måneskin,
1783,Måneskin,"and everybody, everybody, just get into it and get started "
1784,Måneskin,"get it started, get it started, get it started"
1785,Måneskin,"let's get it started, ha, let's get it started in here"
1786,Måneskin,"let's get it started, ha, let's get it started in here"
1787,Måneskin,"let's get it started, ha, let's get it started in here"
1788,Måneskin,"let's get it started, ha, let's get it started in here, oh yeah"
1789,Måneskin,"one, two, three, four"
1790,Måneskin,
1791,Måneskin,i'm breakin' my back just to know your name
1792,Måneskin,seventeen tracks and i've had it with this game
1793,Måneskin,i'm breakin' my back just to know your name
1794,Måneskin,but heaven ain't close in a place like this
1795,Måneskin,"anything goes but don't blink, you might miss"
1796,Måneskin,'cause heaven ain't close in a place like this
1797,Måneskin,i said heaven ain't close in a place like this
1798,Måneskin,"so bring it back down, bring it back down tonight"
1799,Måneskin,never thought i'd let a rumor ruin my moonlight
1800,Måneskin,
1801,Måneskin,well somebody told me that you had a boyfriend
1802,Måneskin,who looked like a girlfriend
1803,Måneskin,that i had in february of last year
1804,Måneskin,"it's not confidential, i've got potential"
1805,Måneskin,rushing and rushing around
1806,Måneskin,
1807,Måneskin,ready let's roll onto something new
1808,Måneskin,takin' it's toll then i'm leaving without you
1809,Måneskin,'cause heaven ain't close in a place like this
1810,Måneskin,i said heaven ain't close in a place like this
1811,Måneskin,"bring it back down, bring it back down tonight"
1812,Måneskin,never thought i'd let a rumor ruin my moonlight
1813,Måneskin,
1814,Måneskin,somebody told me that you had a boyfriend
1815,Måneskin,who looked like a girlfriend
1816,Måneskin,that i had in february of last year
1817,Måneskin,"it's not confidential, i've got potential"
1818,Måneskin,"a rushing, rushing around"
1819,Måneskin,
1820,Måneskin,pace yourself for me
1821,Måneskin,"i said maybe, baby, please"
1822,Måneskin,"but i just don't know now (baby, baby)"
1823,Måneskin,when all i wanna do is try
1824,Måneskin,
1825,Måneskin,somebody told me that you had a boyfriend
1826,Måneskin,who looked like a girlfriend
1827,Måneskin,that i had in february of last year
1828,Måneskin,"it's not confidential, i've got potential"
1829,Måneskin,"a rushing, rushing around"
1830,Måneskin,
1831,Måneskin,somebody told me you had a boyfriend
1832,Måneskin,who looked like a girlfriend
1833,Måneskin,that i had in february of last year
1834,Måneskin,"it's not confidential, i've got potential"
1835,Måneskin,"a rushing, rushing around"
1836,Måneskin,"now i'm in town, break it down, thinking of making a new sound "
1837,Måneskin,playing a different show every night in front of a new crowd 
1838,Måneskin,"that's you now, ciao, seems that life is great now "
1839,Måneskin,"see me lose focus, as i sing to you loud "
1840,Måneskin,
1841,Måneskin,"and i can't, no, i won't hush "
1842,Måneskin,i'll say the words that make you blush 
1843,Måneskin,"i'm gonna sing this now, na na now, na na now "
1844,Måneskin,
1845,Måneskin,"see, i'm true, my songs are where my heart is "
1846,Måneskin,"i'm like glue, i stick to other artists "
1847,Måneskin,"i'm not you, now that would be disastrous "
1848,Måneskin,let me sing and do my thing and move to greener pastures 
1849,Måneskin,
1850,Måneskin,"see, i'm real, i do it all, it's all me "
1851,Måneskin,"i'm not fake, don't ever call me lazy "
1852,Måneskin,"i won't stay put, give me the chance to be free"
1853,Måneskin,"suffolk sadly seems to sort of suffocate me, man i won't "
1854,Måneskin,
1855,Måneskin,"'cause you need me, man, i don't "
1856,Måneskin,"you need me man, i don't don't don't "
1857,Måneskin,"you need me man, i don't, man i don't "
1858,Måneskin,man i don't need you 
1859,Måneskin,"you need me, man, i don't "
1860,Måneskin,"you need me man, i don't don't don't "
1861,Måneskin,"you need me man, i don't, man i don't "
1862,Måneskin,
1863,Måneskin,"yeah, i sing and write my own tune and i write my own verses"
1864,Måneskin,now don't need another word-smith to make my tune sell 
1865,Måneskin,call yourself a singer-writer. you're just bluffing
1866,Måneskin,name's on the credits and you didn't write nothing 
1867,Måneskin,
1868,Måneskin,"i sing fast, i know that all my shit's cool "
1869,Måneskin,i will blast and i didn't go to brit school 
1870,Måneskin,"i came fast with the way i act, right "
1871,Måneskin,i can't last if i'm smoking on a crack pipe 
1872,Måneskin,
1873,Måneskin,and i won't be a product of my genre 
1874,Måneskin,my mind will always be stronger than my songs are 
1875,Måneskin,never believe the bullshit that fake guys feed to ya 
1876,Måneskin,"always read the stories that you hear on wikipedia, yeah "
1877,Måneskin,
1878,Måneskin,and musically i'm demonstrating 
1879,Måneskin,"when i perform live, feels like i am meditating "
1880,Måneskin,times at the enterprise when some fella filmed me 
1881,Måneskin,'a young singer-writer like gabriella cilmi
1882,Måneskin,
1883,Måneskin,"'cause you need me, man, i don't "
1884,Måneskin,"you need me man, i don't don't don't "
1885,Måneskin,"you need me man, i don't, man i don't "
1886,Måneskin,man i don't need you 
1887,Måneskin,"you need me, man, i don't "
1888,Måneskin,"you need me man, i don't don't don't "
1889,Måneskin,"you need me man, i don't, man i don't "
1890,Måneskin,
1891,Måneskin,'cause with the lyrics i'll be aiming it right 
1892,Måneskin,i won't stop till my name's in light 
1893,Måneskin,at stadium heights with damien rice 
1894,Måneskin,"on red carpets, now i'm on arabian nights "
1895,Måneskin,because i'm young and all my brothers gonna give me advice 
1896,Måneskin,"long nighter, short height and i'm gone hyper "
1897,Måneskin,never be anything but a singer-songwriter 
1898,Måneskin,the games over but now i'm on a new level 
1899,Måneskin,watch how i step on the track without a loop pedal 
1900,Måneskin,
1901,Måneskin,people think that i'm bound to blow up 
1902,Måneskin,i've done around about a thousand shows 
1903,Måneskin,but i haven't got a house plus i live on the couch 
1904,Måneskin,so you can be the lyrics when i'm singing them out (wow) 
1905,Måneskin,
1906,Måneskin,"from day one, i've been prepared "
1907,Måneskin,with v05 wax for my ginger hair 
1908,Måneskin,so now i'm back to the sofa giving a dose of what the future holds 
1909,Måneskin,'cause it's another day plus i'll keep my last name 
1910,Måneskin,forever keep the genre pretty basic 
1911,Måneskin,gonna be breaking into other people's tunes when i chase it 
1912,Måneskin,and replace it with the elephant in the room with a facelift 
1913,Måneskin,into another rappers shoes using new laces 
1914,Måneskin,selling cds from my rucksack aiming for the papers 
1915,Måneskin,selling cds from my rucksack aiming for majors 
1916,Måneskin,"nationwide til' we're just jack, soon as i get the bus back "
1917,Måneskin,clean cut kid without a razor for the mustache 
1918,Måneskin,
1919,Måneskin,i hit back when the pen hurts me 
1920,Måneskin,i'm still a choir boy in a french church tee 
1921,Måneskin,i'm still the same as a year ago but more people hear me though 
1922,Måneskin,according to the myspace and youtube videos
1923,Måneskin,
1924,Måneskin,"i'm always doing shows, if i'm not i'm in the studio "
1925,Måneskin,"truly broke, never growing up call me ruffio "
1926,Måneskin,"melody music maker, reading all the papers "
1927,Måneskin,they say i'm up and coming like i'm fucking in an elevator 
1928,Måneskin,
1929,Måneskin,"'cause you need me, man, i don't "
1930,Måneskin,"you need me man, i don't don't don't "
1931,Måneskin,"you need me man, i don't, man i don't "
1932,Måneskin,man i don't need you 
1933,Måneskin,"'cause you need me, man, i don't "
1934,Måneskin,"you need me man, i don't don't don't "
1935,Måneskin,"you need me man, i don't, man i don't "
1936,Måneskin,man i don't 
1937,Måneskin,
1938,Måneskin,"'cause you need me, man, i don't "
1939,Måneskin,"'cause you need me, man, i don't "
1940,Måneskin,"'cause you need me, you need me, you need me, man i don't "
1941,Måneskin,"'cause you need me, man, i don't "
1942,Måneskin,"you need me, man, i don't "
1943,Måneskin,"you need me, you need me, you need me"
1944,Måneskin,man i don't need you
1945,Måneskin,"quando parli non capisco, sembra che ci sputi"
1946,Måneskin,oppure urli perché devi amplificare quattro versi muti
1947,Måneskin,"sei già perso, grosso, solo dopo due starnuti"
1948,Måneskin,ma il tuo concerto dura 15 minuti
1949,Måneskin,perché spaccare tutto o essere aggressivi?
1950,Måneskin,"cani che ringhiano, ma con in tasca gli antidepressivi"
1951,Måneskin,e con gli altri parassiti criticare il prossimo
1952,Måneskin,"per farci grandi, ma sotto la foto mettere la ""cit"""
1953,Måneskin,non è nella mia natura
1954,Måneskin,farmi fischiare per strada come se fossi un cane
1955,Måneskin,non è nella nostra natura
1956,Måneskin,dire di amarci e alla fine amarci così male
1957,Måneskin,rivendichiamo per il corpo la libertà
1958,Måneskin,ma critichiamo una ragazza che si veste come le va
1959,Måneskin,"c'insegnan che la donna è madre, una pin up che guida male"
1960,Måneskin,ma il navigatore ha quella voce là
1961,Måneskin,dell'immagine servile con cui ci avete dipinte
1962,Måneskin,con il fatto di sentirci obbligate ad esser spinte
1963,Måneskin,"usate il nostro seno ovunque, una cosa normale"
1964,Måneskin,"ma se allattiamo in pubblico? (non si fa, è immorale)"
1965,Måneskin,non è nella mia natura
1966,Måneskin,farmi fischiare per strada come se fossi un cane
1967,Måneskin,non è nella nostra natura
1968,Måneskin,dire di amarci e alla fine amarci così male
1969,Måneskin,siamo schiavi di una cultura patriarcale
1970,Måneskin,la cultura del possesso
1971,Måneskin,dove nessuno può più scegliere da che parte stare
1972,Måneskin,dove una madre è solo madre
1973,Måneskin,una figlia è solo figlia
1974,Måneskin,un uomo è solo uomo
1975,Måneskin,e l'amore è solo uno
1976,Måneskin,e ho visto troppe mani non alzarsi
1977,Måneskin,in aiuto degli altri e diventare schiaffi
1978,Måneskin,"e non è un complimento urlare ""che bel culo"""
1979,Måneskin,"ricorda, non ti rende uomo saper dare un pugno"
1980,Måneskin,non è nella mia natura
1981,Måneskin,farmi fischiare per strada come se fossi un cane
1982,Måneskin,non è nella nostra natura
1983,Måneskin,dire di amarci e alla fine amarci così male
1984,Måneskin,non è nella mia natura
1985,Måneskin,farmi fischiare per strada come se fossi un cane
1986,Måneskin,non è nella nostra natura
1987,Måneskin,dire di amarci e alla fine amarci così male
1988,Måneskin,loro non sanno di che parlo
1989,Måneskin,"voi siete sporchi, fra', di fango"
1990,Måneskin,giallo di siga fra le dita
1991,Måneskin,io con la siga camminando
1992,Måneskin,scusami ma ci credo tanto
1993,Måneskin,che posso fare questo salto
1994,Måneskin,e anche se la strada è in salita
1995,Måneskin,per questo ora mi sto allenando
1996,Måneskin,e buonasera signore e signori
1997,Måneskin,fuori gli attori
1998,Måneskin,vi conviene toccarvi i coglioni
1999,Måneskin,vi conviene stare zitti e buoni
2000,Måneskin,qui la gente è strana tipo spacciatori
2001,Måneskin, 
2002,Måneskin,troppe notti stavo chiuso fuori
2003,Måneskin,mo li prendo a calci 'sti portoni
2004,Måneskin,sguardo in alto tipo scalatori
2005,Måneskin,quindi scusa mamma se sto sempre fuori ma
2006,Måneskin,sono fuori di testa ma diverso da loro
2007,Måneskin,e tu sei fuori di testa ma diversa da loro
2008,Måneskin,siamo fuori di testa ma diversi da loro
2009,Måneskin,"siamo fuori di testa ma diversi da loro, no"
2010,Måneskin,"io, ho scritto pagine e pagine"
2011,Måneskin,ho visto sale poi lacrime
2012,Måneskin,questi uomini in macchina
2013,Måneskin,non scalare le rapide
2014,Måneskin,scritto sopra una lapide
2015,Måneskin,in casa mia non c'è dio
2016,Måneskin,ma se trovi il senso del tempo
2017,Måneskin,risalirai dal tuo oblio
2018,Måneskin,e non c'è vento che fermi
2019,Måneskin,la naturale potenza
2020,Måneskin,dal punto giusto di vista
2021,Måneskin,del vento senti l'ebrezza
2022,Måneskin,con ali in cera alla schiena
2023,Måneskin,ricercherò quell'altezza
2024,Måneskin,se vuoi fermarmi ritenta
2025,Måneskin,prova a tagliarmi la testa perché
2026,Måneskin, 
2027,Måneskin,sono fuori di testa ma diverso da loro
2028,Måneskin,e tu sei fuori di testa ma diversa da loro
2029,Måneskin,siamo fuori di testa ma diversi da loro
2030,Måneskin,siamo fuori di testa ma diversi da loro
2031,Måneskin,"parla, la gente purtroppo parla"
2032,Måneskin,non sa di che cosa parla
2033,Måneskin,tu portami dove sto a galla
2034,Måneskin,che qui mi manca l'aria
2035,Måneskin, 
2036,Måneskin,"parla, la gente purtroppo parla"
2037,Måneskin,non sa di che cosa parla
2038,Måneskin,tu portami dove sto a galla
2039,Måneskin,che qui mi manca l'aria
2040,Måneskin,"parla, la gente purtroppo parla"
2041,Måneskin,non sa di che cazzo parla
2042,Måneskin,tu portami dove sto a galla
2043,Måneskin,che qui mi manca l'aria
2044,Måneskin,ma sono fuori di testa ma diverso da loro
2045,Måneskin,e tu sei fuori di testa ma diversa da loro
2046,Måneskin,siamo fuori di testa ma diversi da loro
2047,Måneskin,"siamo fuori di testa ma diversi da loro, ah"
2048,Måneskin,noi siamo diversi da loro
2049,Måneskin,io c'ho vent'anni
2050,Måneskin,perciò non ti stupire se dal niente faccio drammi
2051,Måneskin,ho paura di lasciare al mondo soltanto denaro
2052,Måneskin,che il mio nome scompaia tra quelli di tutti gli altri
2053,Måneskin,ma c'ho solo vent'anni
2054,Måneskin,e già chiedo perdono per gli sbagli che ho commesso
2055,Måneskin,ma la strada è più dura quando stai puntando al cielo
2056,Måneskin,quindi scegli le cose che son davvero importanti
2057,Måneskin,"scegli amore o diamanti, demoni o santi"
2058,Måneskin,e sarai pronto per lottare
2059,Måneskin,oppure andrai via
2060,Måneskin,e darai la colpa agli altri
2061,Måneskin,o la colpa sarà tua
2062,Måneskin,correrai diretto al sole
2063,Måneskin,oppure verso il buio
2064,Måneskin,sarai pronto per lottare
2065,Måneskin,per cercare sempre la libertà
2066,Måneskin,e andare un passo più avanti
2067,Måneskin,essere sempre vero
2068,Måneskin,spiegare cos'è il colore
2069,Måneskin,a chi vede bianco e nero
2070,Måneskin,andare un passo più avanti
2071,Måneskin,essere sempre vero
2072,Måneskin,e prometti domani a tutti parlerai di me
2073,Måneskin,e anche se ho solo vent'anni dovrò correre
2074,Måneskin,io c'ho vent'anni
2075,Måneskin,"e non mi frega un cazzo, c'ho zero da dimostrarvi"
2076,Måneskin,non sono come voi che date l'anima al denaro
2077,Måneskin,"dagli occhi di chi è puro, siete soltanto codardi"
2078,Måneskin,e andare un passo più avanti
2079,Måneskin,essere sempre vero
2080,Måneskin,spiegare cos'è il colore
2081,Måneskin,a chi vede bianco e nero
2082,Måneskin,e andare un passo più avanti
2083,Måneskin,essere sempre vero
2084,Måneskin,e prometti domani a tutti parlerai di me
2085,Måneskin,e anche se ho solo vent'anni dovrò correre
2086,Måneskin,per me
2087,Måneskin,e sarai pronto per lottare
2088,Måneskin,oppure andrai
2089,Måneskin,e darai la colpa agli altri
2090,Måneskin,o la colpa sarà tua
2091,Måneskin,correrai diretto al sole
2092,Måneskin,oppure verso il buio
2093,Måneskin,sarai pronto per lottare
2094,Måneskin,per cercare sempre la libertà
2095,Måneskin,e c'hai vent'anni
2096,Måneskin,ti sto scrivendo adesso prima che sia troppo tardi
2097,Måneskin,e farà il male il dubbio di non essere nessuno
2098,Måneskin,sarai qualcuno se resterai diverso dagli altri
2099,Måneskin,ma c'hai solo vent'anni
2100,Måneskin,i wanna be your slave
2101,Måneskin,i wanna be your master
2102,Måneskin,i wanna make your heart beat
2103,Måneskin,run like rollercoasters
2104,Måneskin,i wanna be a good boy
2105,Måneskin,i wanna be a gangster
2106,Måneskin,'cause you can be the beauty
2107,Måneskin,and i could be the monster
2108,Måneskin,i love you since this morning
2109,Måneskin,not just for aesthetic
2110,Måneskin,i wanna touch your body
2111,Måneskin,so fucking electric
2112,Måneskin,i know you scared of me
2113,Måneskin,you said that i'm too eccentric
2114,Måneskin,i'm crying all my tears
2115,Måneskin,and that's fucking pathetic
2116,Måneskin,i wanna make you hungry
2117,Måneskin,then i wanna feed ya
2118,Måneskin,i wanna paint your face
2119,Måneskin,like you're my mona lisa
2120,Måneskin,i wanna be a champion
2121,Måneskin,i wanna be a loser
2122,Måneskin,i'll even be a clown
2123,Måneskin,cause i just wanna amuse ya
2124,Måneskin,i wanna be your sex toy
2125,Måneskin,i wanna be your teacher
2126,Måneskin,i wanna be your sin
2127,Måneskin,i wanna be a preacher
2128,Måneskin,i wanna make you love me
2129,Måneskin,then i wanna leave ya
2130,Måneskin,'cause baby i'm your david
2131,Måneskin,and you're my goliath
2132,Måneskin,ah-ha
2133,Måneskin,"mhm, ah-ha"
2134,Måneskin,because i'm the devil
2135,Måneskin,who's searching for redemption
2136,Måneskin,and i'm a lawyer
2137,Måneskin,who's searching for redemption
