,group,song_lines
708,Måneskin,che c'ho una frase scritta in testa ma non l'ho mai detta 
709,Måneskin,"perché la vita, senza te, non può essere perfetta "
710,Måneskin,
711,Måneskin,"quindi marlena torna a casa, che il freddo qua si fa sentire "
712,Måneskin,"quindi marlena torna a casa, che non voglio più aspettare "
713,Måneskin,"quindi marlena torna a casa, che il freddo qua si fa sentire "
714,Måneskin,"quindi marlena torna a casa, che ho paura di sparire "
715,Måneskin,
716,Måneskin,e il cielo piano piano qua diventa trasparente 
717,Måneskin,il sole illumina le debolezze della gente 
718,Måneskin,una lacrima salata bagna la mia guancia mentre 
719,Måneskin,lei con la mano mi accarezza in viso dolcemente 
720,Måneskin,col sangue sulle mani scalerò tutte le vette 
721,Måneskin,voglio arrivare dove l'occhio umano si interrompe 
722,Måneskin,per imparare a perdonare tutte le mie colpe 
723,Måneskin,"perché anche gli angeli, a volte, han paura della morte "
724,Måneskin,che mi è rimasto un foglio in mano e mezza sigaretta 
725,Måneskin,corriamo via da chi c'ha troppa sete di vendetta 
726,Måneskin,da questa terra ferma perché ormai la sento stretta
727,Måneskin,ieri ero quiete perché oggi sarò la tempesta 
728,Måneskin,
729,Måneskin,"quindi marlena torna a casa, che il freddo qua si fa sentire "
730,Måneskin,"quindi marlena torna a casa, che non voglio più aspettare "
731,Måneskin,"quindi marlena torna a casa, che il freddo qua si fa sentire "
732,Måneskin,"quindi marlena torna a casa, che ho paura di sparire "
733,Måneskin,
734,Måneskin,"prima di te ero solo un pazzo, ora lascia che ti racconti "
735,Måneskin,avevo una giacca sgualcita e portavo tagli sui polsi 
736,Måneskin,oggi mi sento benedetto e non trovo niente da aggiungere 
737,Måneskin,questa città si affaccerà quando ci vedrà giungere 
738,Måneskin,"ero in bilico tra l'essere vittima, essere giudice "
739,Måneskin,era un brivido che porta la luce dentro le tenebre 
740,Måneskin,"e ti libera da queste catene splendenti, lucide "
741,Måneskin,"ed il dubbio o no, se fossero morti oppure rinascite "
742,Måneskin,
743,Måneskin,"quindi marlena torna a casa, che il freddo qua si fa sentire "
744,Måneskin,"quindi marlena torna a casa, che non voglio più aspettare "
745,Måneskin,"quindi marlena torna a casa, che il freddo qua si fa sentire "
746,Måneskin,"quindi marlena torna a casa, che non voglio più sparire "
747,Måneskin,
748,Måneskin,quindi marlena torna a casa che il freddo qua si fa sentire 
749,Måneskin,quindi marlena torna a casa che ho paura di sparire
750,Måneskin,e adesso giuro faccio le valigie 
751,Måneskin,e scappo via in un'altra dimensione 
752,Måneskin,son stanco delle vostre facce grigie 
753,Måneskin,voglio un mondo rosa pieno di colore 
754,Måneskin,voi comprate amore con le carte visa 
755,Måneskin,con le facce intrise sì ma di sudore 
756,Måneskin,e adesso giuro faccio le valigie 
757,Måneskin,e scappo via dalla dolce marlena 
758,Måneskin,
759,Måneskin,marlena sì portami a ballare 
760,Måneskin,"stasera marlena, marlena "
761,Måneskin,sì portami a ballare stasera marlena 
762,Måneskin,marlena sì portami a ballare 
763,Måneskin,"stasera marlena, marlena "
764,Måneskin,sì portami a bailar 
765,Måneskin,
766,Måneskin,amico mio devi essere felice 
767,Måneskin,perché il nuovo mondo sta per arrivare 
768,Måneskin,e non c'è taglio non c'è cicatrice 
769,Måneskin,che questa passione non possa curare 
770,Måneskin,"io, io dalla polvere come fenice "
771,Måneskin,son risorto ed ho imparato anche a volare 
772,Måneskin,soltanto perché ho fatto le valigie 
773,Måneskin,ed ho baciato la dolce marlena 
774,Måneskin,
775,Måneskin,marlena sì portami a ballare 
776,Måneskin,"stasera marlena, marlena "
777,Måneskin,sì portami a ballare stasera marlena 
778,Måneskin,marlena sì portami a ballare 
779,Måneskin,"stasera marlena, marlena "
780,Måneskin,sì portami a bailar  
781,Måneskin,
782,Måneskin,il ballo della vida 
783,Måneskin,il ballo della vida 
784,Måneskin,il ballo della vida 
785,Måneskin,il ballo della vida
786,Måneskin,il ballo di marlena
787,Måneskin,
788,Måneskin,marlena sì vienimi a parlare ti prego marlena 
789,Måneskin,marlena io ti starò ad ascoltare 
790,Måneskin,ti prego marlena 
791,Måneskin,marlena insegnami a lottare 
792,Måneskin,ti prego marlena 
793,Måneskin,marlena sì portami a bailar 
794,Måneskin,
795,Måneskin,il ballo della vida 
796,Måneskin,il ballo della vida 
797,Måneskin,il ballo della vida 
798,Måneskin,il ballo della vida
799,Måneskin,"i'm cold, i'm drunk"
800,Måneskin,"i just don't care about, care about you"
801,Måneskin,i smoke too much and i just don't care about you
802,Måneskin,"i sing my songs and i just don't care about, care about you"
803,Måneskin,i'm on my stars and i just don't care
804,Måneskin,
805,Måneskin,so say that you hate me
806,Måneskin,"say that you want me down, down, down"
807,Måneskin,so say that you hate me
808,Måneskin,"say that you want me down, down, down"
809,Måneskin,so say that you hate me
810,Måneskin,"say that you want me down, down, down"
811,Måneskin,so say that you hate me
812,Måneskin,"say that you want me down, down, down"
813,Måneskin,
814,Måneskin,"baby, and i just wanna fly away"
815,Måneskin,"because i don't, i don't, i don't, i don't"
816,Måneskin,and i'm for you
817,Måneskin,and i just wanna fly away
818,Måneskin,"because i don't, i don't, i don't, i don't"
819,Måneskin,"and i'm for you, hey"
820,Måneskin,
821,Måneskin,yes i'm listening
822,Måneskin,to the voice that i got inside my head
823,Måneskin,"maybe lately you began to trust in me, trust in me"
824,Måneskin,"so baby, stay here"
825,Måneskin,"please darling, have no fear, have no fear"
826,Måneskin,"this is my dream, do you wanna live it?"
827,Måneskin,
828,Måneskin,so say that you hate me
829,Måneskin,"say that you want me down, down, down"
830,Måneskin,so say that you hate me
831,Måneskin,"say that you want me down, down, down"
832,Måneskin,so say that you hate me
833,Måneskin,"say that you want me down, down, down"
834,Måneskin,so say that you hate me
835,Måneskin,"say that you want me down, down, down"
836,Måneskin,
837,Måneskin,"baby, and i just wanna fly away"
838,Måneskin,"because i don't, i don't, i don't, i don't"
839,Måneskin,and i'm for you
840,Måneskin,and i just wanna fly away
841,Måneskin,"because i don't, i don't, i don't, i don't"
842,Måneskin,"and i'm for you, you"
843,Måneskin,"for you, you"
844,Måneskin,
845,Måneskin,"yeah, i got something standing in the lot"
846,Måneskin,of the shit boulevard
847,Måneskin,"one, two, three, shot the king to the ground"
848,Måneskin,i got wings and i reach for the stars
849,Måneskin,"for my system, i'm bored in my mind"
850,Måneskin,
851,Måneskin,'cause i'm standing in the lot
852,Måneskin,of the shit boulevard
853,Måneskin,"one, two, three, shot the king to the ground"
854,Måneskin,i got wings and i reach for the stars
855,Måneskin,"for my system, i'm bored in my mind"
856,Måneskin,
857,Måneskin,'cause i'm standing in the lot
858,Måneskin,"of the shit boulevard, yeah"
859,Måneskin,"one, two, three, shot the king to the ground, yeah"
860,Måneskin,"i got wings and i reach for the stars, yeah"
861,Måneskin,"for my system, i'm bored in my mind"
862,Måneskin,
863,Måneskin,'cause i'm standing in the lot
864,Måneskin,"of the shit boulevard, yeah"
865,Måneskin,"one, two, three, shot the king to the ground, yeah"
866,Måneskin,"i got wings and i reach for the stars, yeah"
867,Måneskin,"for my system, i'm bored in my"
868,Måneskin,
869,Måneskin,"baby, and i just wanna fly away"
870,Måneskin,"because i don't, i don't, i don't, i don't"
871,Måneskin,and i'm for you
872,Måneskin,and i just wanna fly away
873,Måneskin,"because i don't, i don't, i don't, i don't"
874,Måneskin,and i'm for you
875,Måneskin,"i don't envy, i will survive"
876,Måneskin,"and i've been begging, begging myself"
877,Måneskin,please don't close your eyes
878,Måneskin,"i don't have tears, i cried it all"
879,Måneskin,i heard a voice that's inside me
880,Måneskin,"she says ""please stay what you want"""
881,Måneskin,
882,Måneskin,"and i've been begging you, begging you"
883,Måneskin,"please show me, please show me why"
884,Måneskin,"am i begging you, begging you"
885,Måneskin,"please show me, please show me why"
886,Måneskin,"am i begging you, begging you"
887,Måneskin,"please show me, please show me why"
888,Måneskin,"am i begging you, begging you"
889,Måneskin,but
890,Måneskin,
891,Måneskin,i have no fear for no-
892,Måneskin,i have no fear for nobody
893,Måneskin,i have no fear for nobody
894,Måneskin,"i have no fear for nobody, nobody now"
895,Måneskin,i have no fear for nobody
896,Måneskin,i have no fear for nobody
897,Måneskin,"i have no fear for nobody, nobody now"
898,Måneskin,
899,Måneskin,i'm staying here and i'm not lying
900,Måneskin,"and i've been beating on, beating on my chest"
901,Måneskin,i'm ready to fight
902,Måneskin,"this is not a dream, this is the truth"
903,Måneskin,this is my story and i count it
904,Måneskin,we don't give a f*ck about you
905,Måneskin,
906,Måneskin,"but i've been begging you, begging you"
907,Måneskin,"please show me, please show me why"
908,Måneskin,"am i begging you, begging you"
909,Måneskin,"please show me, please show me why"
910,Måneskin,"am i begging you, begging you"
911,Måneskin,"please show me, please show me why"
912,Måneskin,"am i begging you, begging you"
913,Måneskin,but
914,Måneskin,
915,Måneskin,i have no fear for no
916,Måneskin,i have no fear for nobody
917,Måneskin,i have no fear for nobody
918,Måneskin,"i have no fear for nobody, nobody now"
919,Måneskin,i have no fear for nobody
920,Måneskin,i have no fear for nobody
921,Måneskin,"i have no fear for nobody, nobody"
922,Måneskin,
923,Måneskin,"'cause i'm begging you, begging you"
924,Måneskin,"please show me, please show me why"
925,Måneskin,"am i begging you, begging you"
926,Måneskin,"please show me, please show me why"
927,Måneskin,"am i begging you, begging you"
928,Måneskin,"please show me, please show me why"
929,Måneskin,"am i begging you, begging you"
930,Måneskin,"please show me, please show me why"
931,Måneskin,"am i begging you, begging you"
932,Måneskin,"please show me, please show me why"
933,Måneskin,"am i begging you, begging you"
934,Måneskin,"please show me, please show me why"
935,Måneskin,"am i begging you, begging you"
936,Måneskin,"please show me, please show me why"
937,Måneskin,"am i begging you, begging you"
938,Måneskin,but
939,Måneskin,
940,Måneskin,i have no fear for nobody
941,Måneskin,i have no fear for nobody
942,Måneskin,"i have no fear for nobody, nobody now"
943,Måneskin,i have no fear for nobody
944,Måneskin,i have no fear for nobody
945,Måneskin,"i have no fear for nobody, nobody now"
946,Måneskin,come l'aria mi respirerai
947,Måneskin,il giorno che ti nasconderò
948,Måneskin,dentro frasi che non sentirai
949,Måneskin,che l'errore tuo è stato amarmi
950,Måneskin,come se domani il mondo fosse uguale
951,Måneskin,a com'era ieri
952,Måneskin,
953,Måneskin,ma adesso lasciami credere che questo sia reale
954,Måneskin,che sento l'ansia che sale
955,Måneskin,bevo le lacrime amare
956,Måneskin,ti prego lasciami perdere
957,Måneskin,dentro l'acqua del mare
958,Måneskin,che le parole lontane
959,Måneskin,giuro te le voglio urlare
960,Måneskin,perché ti sento lontana
961,Måneskin,lontana da me 
962,Måneskin,perché ti sento lontana
963,Måneskin,lontana da me 
964,Måneskin,perché ti sento lontana
965,Måneskin,lontana da me
966,Måneskin,perché ti sento lontana da me 
967,Måneskin,
968,Måneskin,il tempo brucerà tutti i fogli che
969,Måneskin,"parlan di te, piangerai con me"
970,Måneskin,sotto il sole poi diluvierà
971,Måneskin,per portare via le parole forse inutili
972,Måneskin,canteremo insieme ma restando muti
973,Måneskin,ma adesso portami a casa che mi spaventa l'inverno
974,Måneskin,le gambe stanno cedendo
975,Måneskin,non vedi che ho troppo freddo
976,Måneskin,marlena portami a casa che il tuo sorriso è stupendo
977,Måneskin,ma sai se adesso ti perdo
978,Måneskin,non vedo neanche più a un metro
979,Måneskin,perché ti sento lontana
980,Måneskin,lontana da me 
981,Måneskin,perché ti sento lontana
982,Måneskin,lontana da me 
983,Måneskin,perché ti sento lontana
984,Måneskin,lontana da me
985,Måneskin,perché ti sento
986,Måneskin,perché ti sento lontana
987,Måneskin,lontana da me
988,Måneskin,perché ti sento lontana
989,Måneskin,"lontana da me, yeah"
990,Måneskin,perché ti sento lontana
991,Måneskin,lontana da me 
992,Måneskin,
993,Måneskin,perché ti sento lontana da me
994,Måneskin,
995,Måneskin,come l'aria mi respirerai
996,Måneskin,il giorno che ti nasconderò
997,Måneskin,dentro frasi che non sentirai
998,Måneskin,io voglio rubare la libertà
999,Måneskin,perché me la son vista portare via
1000,Måneskin,regalare alla mia gente verità
1001,Måneskin,diventare leggenda nella mia via
1002,Måneskin,perché non è questione di abilità
1003,Måneskin,dentro me ci sta il bacio della magia
1004,Måneskin,quindi vi voglio tutti fuori da qua
1005,Måneskin,fuori dal mio regno questa è casa mia
1006,Måneskin,
1007,Måneskin,ho solo il piano a+ non ho un piano b
1008,Måneskin,"passami i farmaci, sai che non ho limiti"
1009,Måneskin,"jeez, questa roba non esiste "
1010,Måneskin,"in giro solo hits, in biro ora aggiusto"
1011,Måneskin,"il tiro sto puntando, in cima siamo missili"
1012,Måneskin,"segnati bene questi messaggi, sono biblici"
1013,Måneskin,
1014,Måneskin,dagli sbagli che ho commesso nei miei momenti difficili 
1015,Måneskin,ho imparato i segreti per essere invincibili
1016,Måneskin,e adesso vi guardo dal cielo
1017,Måneskin,perché sì ho imparato a volare
1018,Måneskin,tu che lo fai per il dinero
1019,Måneskin,io per diventare immortale
1020,Måneskin,"credimi credimi, se mi senti è perché lo so fare"
1021,Måneskin,"credimi credimi, sono diventato immortale"
1022,Måneskin,
1023,Måneskin,"ehi ehi, se mi senti è perché lo so fare"
1024,Måneskin,"ehi ehi, sono diventato immortale"
1025,Måneskin,"ehi ehi, se mi senti è perché lo so fare"
1026,Måneskin,"ehi ehi, sono diventato immortale"
1027,Måneskin,
1028,Måneskin,se sono sere nere
1029,Måneskin,mi sentirò bene sotto la luna piena
1030,Måneskin,sono ancora in piedi nonostante i segni
1031,Måneskin,che mi hanno lasciato sulla schiena
1032,Måneskin,sono l’unico fiore che sboccia
1033,Måneskin,anche senza aspettare questa primavera
1034,Måneskin,tu che lotti solo per avere un nome
1035,Måneskin,io per diventare una leggenda
1036,Måneskin,
1037,Måneskin,big bang io esplodo non mi serve del relax
1038,Måneskin,"ehi, non mi basta più la terra voglio un altro pianeta"
1039,Måneskin,(ra ta ta ta ta)
1040,Måneskin,"non mi posso più fermare, l’universo è la mia meta"
1041,Måneskin,guardami come fossi il sole
1042,Måneskin,"tu stella comune, io stella cometa"
1043,Måneskin,
1044,Måneskin,e adesso vi guardo dal cielo
1045,Måneskin,perché si ho imparato a volare
1046,Måneskin,tu che lo fai per il dinero
1047,Måneskin,io per diventare immortale
1048,Måneskin,
1049,Måneskin,"credimi credimi, se mi senti è perché lo so fare"
1050,Måneskin,"credimi credimi, sono diventato immortale"
1051,Måneskin,
1052,Måneskin,"ehi ehi, se mi senti è perché lo so fare"
1053,Måneskin,"ehi ehi, sono diventato immortale"
1054,Måneskin,"ehi ehi, se mi senti è perché lo so fare"
1055,Måneskin,"ehi ehi, sono diventato immortale"
1056,Måneskin,
1057,Måneskin,sono diventato immortale
1058,Måneskin,"oh il tempo va veloce, sì seguo le lancette"
1059,Måneskin,ci scrivo le parole 
1060,Måneskin,perché non l'ha mai dette
1061,Måneskin,chi dice che sto fuori 
1062,Måneskin,puoi stare sicuro mente 
1063,Måneskin,"voglio entrare nei cuori, nei cuori di questa gente "
1064,Måneskin,"scrivo le canzoni, esprimo la mia mente "
1065,Måneskin,voi poveri coglioni chiusi con le manette 
1066,Måneskin,legati con i fili sembrate sì marionette 
1067,Måneskin,ma scrivo le canzoni perché durino per sempre 
1068,Måneskin,
1069,Måneskin,"tu lasciami stare, tu lasciami stare "
1070,Måneskin,"ehi, lasciami stare "
1071,Måneskin,lasciami volare via 
1072,Måneskin,volare via 
1073,Måneskin,ma tu lasciami stare 
1074,Måneskin,tu lasciami stare 
1075,Måneskin,"ehi, lasciami stare "
1076,Måneskin,lasciami volare via 
1077,Måneskin,volare via 
1078,Måneskin,
1079,Måneskin,ora ho la forza necessaria per rinascere 
1080,Måneskin,lavare tutti i miei vestiti dalla polvere 
1081,Måneskin,guardare il lato sporco delle vostre maschere 
1082,Måneskin,prendere ciò che è mio 
1083,Måneskin,prendere ciò che è mio 
1084,Måneskin,ora ho la forza necessaria per rinascere 
1085,Måneskin,lavare tutti i miei vestiti dalla polvere 
1086,Måneskin,guardare il lato sporco delle vostre maschere 
1087,Måneskin,prendere ciò che è mio 
1088,Måneskin,prendere ciò che è mio 
1089,Måneskin,
1090,Måneskin,"yeh yeh, sei troppo giovane "
1091,Måneskin,giovane per questo e no non puoi volare 
1092,Måneskin,è ancora troppo presto 
1093,Måneskin,ma non è per soldi per fama o per rispetto ma
1094,Måneskin,ma solamente per seguire il mio disegno 
1095,Måneskin,
1096,Måneskin,tu lasciami stare 
1097,Måneskin,tu lasciami stare 
1098,Måneskin,ehi lasciami stare 
1099,Måneskin,lasciami volare via 
1100,Måneskin,volare via 
1101,Måneskin,ma tu lasciami stare 
1102,Måneskin,tu lasciami stare 
1103,Måneskin,ehi lasciami stare 
1104,Måneskin,lasciami volare via 
1105,Måneskin,volare via 
1106,Måneskin,
1107,Måneskin,ora ho la forza necessaria per rinascere 
1108,Måneskin,lavare tutti i miei vestiti dalla polvere 
1109,Måneskin,guardare il lato sporco delle vostre maschere 
1110,Måneskin,prendere ciò che è mio 
1111,Måneskin,prendere ciò che è mio 
1112,Måneskin,ora ho la forza necessaria per rinascere 
1113,Måneskin,lavare tutti i miei vestiti dalla polvere 
1114,Måneskin,guardare il lato sporco delle vostre maschere 
1115,Måneskin,prendere ciò che è mio 
1116,Måneskin,prendere ciò che è mio 
1117,Måneskin,
1118,Måneskin,lasciami stare 
1119,Måneskin,tu lasciami stare 
1120,Måneskin,ehi lasciami stare 
1121,Måneskin,lasciami volare via 
1122,Måneskin,
1123,Måneskin,lasciami stare
1124,Måneskin,tu lasciami stare 
1125,Måneskin,ehi lasciami stare 
1126,Måneskin,lasciami volare via 
1127,Måneskin,"volare via, volare via, volare via "
1128,Måneskin,
1129,Måneskin,ora ho la forza necessaria per rinascere 
1130,Måneskin,lavare tutti i miei vestiti dalla polvere 
1131,Måneskin,guardare il lato sporco delle vostre maschere 
1132,Måneskin,prendere ciò che è mio 
1133,Måneskin,prendere ciò che è mio 
1134,Måneskin,ora ho la forza necessaria per rinascere 
1135,Måneskin,lavare tutti i miei vestiti dalla polvere 
1136,Måneskin,guardare il lato sporco delle vostre maschere 
1137,Måneskin,prendere ciò che è mio 
1138,Måneskin,prendere ciò che è mio
1139,Måneskin,"yeah, yeah listen the flow"
1140,Måneskin,is killing your monsters
1141,Måneskin,"i am supposed to take it all, yeah"
1142,Måneskin,jump on your floor
1143,Måneskin,his word on your door
1144,Måneskin,"remember the words, i'm king you're da north"
1145,Måneskin,
1146,Måneskin,"dust and fire, hey, hey"
1147,Måneskin,"fight like a tiger, hey, hey, hey"
1148,Måneskin,"we make it together, hey, hey"
1149,Måneskin,"this is the blow ya, hey, hey, hey"
1150,Måneskin,
1151,Måneskin,"dust and fire, fight like a tiger"
1152,Måneskin,"we make it together, this is the blow ya"
1153,Måneskin,
1154,Måneskin,"dust and fire, fight like a tiger"
1155,Måneskin,"we make it together, this is the blow ya"
1156,Måneskin,
1157,Måneskin,"listen to my, listen to my"
1158,Måneskin,"listen to my, and are you ready for"
1159,Måneskin,"rata, rata, rata, rata, rata-ta-ta-ta"
1160,Måneskin,
1161,Måneskin,"ride a benzo, get your bands up"
1162,Måneskin,"ride a benzo, get your bands up"
1163,Måneskin,"ride a benzo, get your bands up"
1164,Måneskin,and are you ready for radio dancehall?
1165,Måneskin,so are you ready for the dancehall tonight?
1166,Måneskin,so are you ready for the dancehall tonight?
1167,Måneskin,so are you ready for the dancehall tonight?
1168,Måneskin,for the dancehall tonight? for the dancehall tonight?
1169,Måneskin,
1170,Måneskin,so are you ready for the dancehall tonight?
1171,Måneskin,so are you ready for the dance of the night?
1172,Måneskin,so are you ready for the dance of the night?
1173,Måneskin,"for the dance of the night, for the dance of the night"
1174,Måneskin,
1175,Måneskin,"drive your benzo, get your bands up"
1176,Måneskin,"drive your benzo, get your bands up"
1177,Måneskin,"drive your benzo, get your bands up"
1178,Måneskin,
1179,Måneskin,va godendo in the youngest glory
1180,Måneskin,i want no money but write the story
1181,Måneskin,i bet you're sorry
1182,Måneskin,don't f*ck my homies
1183,Måneskin,"i got the notice, my king is coming"
1184,Måneskin,"rata-ta-ta-ta, homie, the youngest glory"
1185,Måneskin,i want no money but write the story
1186,Måneskin,i bet you're sorry
1187,Måneskin,don't f*ck my homies
1188,Måneskin,"i got the notice, my king is coming"
1189,Måneskin,
1190,Måneskin,"dust and fire, hey, hey"
1191,Måneskin,"fight like a tiger, hey, hey, hey"
1192,Måneskin,"we make it together, hey, hey"
1193,Måneskin,"this is the blow ya, hey, hey, hey"
1194,Måneskin,
1195,Måneskin,"dust and fire, fight like a tiger"
1196,Måneskin,"we make it together, this is the blow ya"
1197,Måneskin,"dust and fire, fight like a tiger"
1198,Måneskin,"we make it together, this is the blow ya"
1199,Måneskin,
1200,Måneskin,"listen to my, listen to my"
1201,Måneskin,"listen to my, now you're for"
1202,Måneskin,"rata, rata, rata, rata, rata-ta-ta-ta"
1203,Måneskin,
1204,Måneskin,"ride a benzo, get your bands up"
1205,Måneskin,"ride a benzo, get your bands up"
1206,Måneskin,"ride a benzo, get your bands up"
1207,Måneskin,and are you ready for radio dancehall?
1208,Måneskin,so are you ready for the dancehall tonight?
1209,Måneskin,so are you ready for the dancehall tonight?
1210,Måneskin,so are you ready for the dancehall tonight?
1211,Måneskin,for the dancehall tonight? for the dancehall tonight?
1212,Måneskin,
1213,Måneskin,so are you ready for the dancehall tonight?
1214,Måneskin,so are you ready for the dance of the night?
1215,Måneskin,so are you ready for the dance of the night?
1216,Måneskin,"for the dance of the night, for the dance of the night"
1217,Måneskin,i'm close to the top now
1218,Måneskin,"and that's what i want, so i take it all"
1219,Måneskin,i look at the clock now
1220,Måneskin,"and this is my moment, this is my time"
1221,Måneskin,if you want to fight now
1222,Måneskin,yes i got the guns and i got the bombs
1223,Måneskin,"so don't cry for me now, yeah, don't cry for me now"
1224,Måneskin,so stay the f*ck away from me now
1225,Måneskin,
1226,Måneskin,"my baby, you're not my lady"
1227,Måneskin,you're not my baby
1228,Måneskin,"and you're driving me crazy, crazy"
1229,Måneskin,"my baby, you're not my lady"
1230,Måneskin,you're not my baby
1231,Måneskin,"and you're driving me crazy, crazy now"
1232,Måneskin,"yeah, eh, eh"
1233,Måneskin,
1234,Måneskin,i was so afraid of myself
1235,Måneskin,but now that i'm grown and i'm not alone
1236,Måneskin,standing the light now
1237,Måneskin,"i been facing the dark, been hateful for too long"
1238,Måneskin,"my mama told me, ""my son, go outside and take what he chose"""
1239,Måneskin,"but don't cry for me now, yeah, don't cry for me now"
1240,Måneskin,so stay the f*ck away from me
1241,Måneskin,
1242,Måneskin,"my baby, you're not my lady"
1243,Måneskin,you're not my baby
1244,Måneskin,"and you're driving me crazy, crazy"
1245,Måneskin,"my baby, you're not my lady"
1246,Måneskin,you're not my baby
1247,Måneskin,"and you're driving me crazy, crazy now"
1248,Måneskin,
1249,Måneskin,"but baby, you're not my lady"
1250,Måneskin,you're not my baby
1251,Måneskin,"and you're driving me crazy, crazy"
1252,Måneskin,"baby, you're not my lady"
1253,Måneskin,you're not my baby
1254,Måneskin,and you're driving me crazy
1255,Måneskin,
1256,Måneskin,"i said, baby, you're not my baby"
1257,Måneskin,you're not my lady
1258,Måneskin,"and you're driving me crazy, crazy"
1259,Måneskin,"baby, you're not my lady"
1260,Måneskin,you're not my baby
1261,Måneskin,"and you're driving me crazy, crazy"
1262,Måneskin,"crazy, crazy, crazy, crazy, crazy"
1263,Måneskin,"crazy, crazy, you're driving me crazy, crazy, crazy, crazy"
1264,Måneskin,"crazy, crazy, i said you're driving me crazy"
1265,Måneskin,voglio volare 
1266,Måneskin,per sollevarmi fin là 
1267,Måneskin,sentire urlare 
1268,Måneskin,il mio nome nelle città 
1269,Måneskin,comunicare 
1270,Måneskin,il messaggio mio e dei miei fra 
1271,Måneskin,soltanto per assaporare il gusto della realtà 
1272,Måneskin,devo sfogare 
1273,Måneskin,questo mio senso di colpa 
1274,Måneskin,dimenticare
1275,Måneskin,
1276,Måneskin,quest'altra stupida stronza 
1277,Måneskin,per poi curare 
1278,Måneskin,ferite date dai morsi 
1279,Måneskin,per poter camminare dentro al freddo dei boschi 
1280,Måneskin,
1281,Måneskin,però tu dimmi se è possibile bruciare combustibile 
1282,Måneskin,"scendere dalle ripide, farsi male e sorridere "
1283,Måneskin,dimmi se devo credere che tutto ciò è reale 
1284,Måneskin,sì come l'aria di mare che rende tutto visibile 
1285,Måneskin,dimmi se è possibile bruciare combustibile 
1286,Måneskin,"scendere dalle ripide, farsi male e sorridere "
1287,Måneskin,dimmi se devo credere che tutto ciò è reale 
1288,Måneskin,sì come l'aria di mare che rende tutto visibile 
1289,Måneskin,
1290,Måneskin,io non ho niente da dire 
1291,Måneskin,io non ho niente da ridere 
1292,Måneskin,ho strappato queste spine 
1293,Måneskin,e ho cominciato a vivere 
1294,Måneskin,io non ho niente da dire 
1295,Måneskin,io non ho niente da ridere 
1296,Måneskin,ho strappato queste spine 
1297,Måneskin,ho cominciato a vivere 
1298,Måneskin,
1299,Måneskin,quindi marlena 
1300,Måneskin,stai accanto a me per viaggiare 
1301,Måneskin,se arriva sera 
1302,Måneskin,impareremo a guardare la luna piena 
1303,Måneskin,amore non ascoltare il canto di queste sirene che non voglio annegare 
1304,Måneskin,perché il momento è ora scordiamoci la paura
1305,Måneskin,scriviamo la memoria diciamola nuda e cruda 
1306,Måneskin,sì ma in forma di poesia perché non faccia paura 
1307,Måneskin,qui la notte è scura 
1308,Måneskin,qui la notte è scura 
1309,Måneskin,
1310,Måneskin,ma dimmi se è possibile bruciare combustibile 
1311,Måneskin,"scendere dalle ripide, farsi male e sorridere "
1312,Måneskin,dimmi se devo credere che tutto ciò è reale 
1313,Måneskin,sì come l'aria di mare che rende tutto visibile 
1314,Måneskin,dimmi se è possibile bruciare combustibile 
1315,Måneskin,"scendere dalle ripide, farsi male e sorridere "
1316,Måneskin,dimmi se devo credere che tutto ciò è reale 
1317,Måneskin,sì come l'aria di mare che rende tutto visibile 
1318,Måneskin,
1319,Måneskin,io non ho niente da dire 
1320,Måneskin,io non ho niente da ridere 
1321,Måneskin,ho strappato queste spine 
1322,Måneskin,e ho cominciato a vivere 
1323,Måneskin,io non ho niente da dire 
1324,Måneskin,io non ho niente da ridere 
1325,Måneskin,ho strappato queste spine 
1326,Måneskin,e ho cominciato a vivere 
1327,Måneskin,
1328,Måneskin,io non ho niente da dire
1329,Måneskin,"hey, it's maneskin, yeah"
1330,Måneskin,
1331,Måneskin,"e allora prendi la mia mano, bella señorita"
1332,Måneskin,disegniamo sopra il mondo con una matita 
1333,Måneskin,resteremo appesi al treno solo con le dita 
1334,Måneskin,"pronta che non sarà facile, tutta in salita"
1335,Måneskin,
1336,Måneskin,allora prendi tutto quanto 
1337,Måneskin,"baby, prepara la valigia "
1338,Måneskin,"metti le calze a rete, il tacco "
1339,Måneskin,splendiamo in questa notte grigia 
1340,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re "
1341,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re "
1342,Måneskin,
1343,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  "
1344,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  "
1345,Måneskin,
1346,Måneskin,ed anche quando starò male sarò troppo stanco 
1347,Måneskin,come fuoco avanzerò per prender tutto quanto 
1348,Måneskin,ciò che aspetta ed esser pronto ad affrontare il branco 
1349,Måneskin,"non voglio tornare indietro, adesso parto"
1350,Måneskin,
1351,Måneskin,"allora baby, baby, baby, asciuga il pianto "
1352,Måneskin,"baby, baby, baby bevi dal mio piatto "
1353,Måneskin,"sì, tu puoi cadere in piedi anche dall'alto "
1354,Måneskin,"sì, tu puoi cadere in piedi anche dall'alto"
1355,Måneskin,
1356,Måneskin,"e amore accanto a te, baby accanto a te, io morirò da re  "
